domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance
Kota Bekasi,Perempuan,Single,0,D2,9.0,9.25,Creative & Design,Staff,3496995.0,0.0,High,Low,34,455,10490985.0,20981970.0,52454925.0,3496995.0,1.15625,Mid-term,1.5,1,3496995.0,3,1165665.0,2.2
Tangerang,Laki-laki,Married,0,SLTA,5.0,9.43,Corporate Strategy & Communications,Manager,14158332.913221378,0.0,High,Outstanding,41,474,42474998.73966414,84949997.47932827,212374993.69832063,14158332.913221378,1.17875,Mid-term,2.5,4,3539583.2283053445,1,14158332.913221378,3.4
Kabupaten Bekasi,Perempuan,Married,0,D3,3.0,9.85,Creative & Design,Staff,3346764.0,0.0,Medium,Good,39,469,10040292.0,20080584.0,50201460.0,3346764.0,1.23125,Mid-term,3.75,1,3346764.0,4,836691.0,2.0
Kota Jakarta Timur,Perempuan,Married,2,SLTA,0.0,9.47,Service & Support,Senior,8146670.885985559,0.0,Very High,Outstanding,49,756,24440012.657956675,48880025.31591335,203666772.14963892,2715556.9619951863,1.18375,Mid-term,25.0,3,2715556.9619951863,1,8146670.885985559,4.0
Kabupaten Bogor,Perempuan,Married,0,SLTA,3.0,9.74,Operations,Manager,11046842.175189149,0.0,Very High,Excellent,55,462,33140526.52556745,66281053.05113489,165702632.62783724,11046842.175189149,1.2175,Mid-term,3.75,4,2761710.543797287,1,11046842.175189149,3.6
Kota Jakarta Selatan,Perempuan,Married,2,SLTA,12.0,9.76,Marketing,Manager,9515236.46151789,0.0,High,Outstanding,51,411,28545709.38455367,57091418.76910734,123698073.99973258,3171745.48717263,1.22,Mid-term,1.0,4,2378809.1153794727,1,9515236.46151789,3.4
Kota Jakarta Barat,Laki-laki,Single,0,D2,3.0,9.72,Finance & Accounting,Staff,3698562.0,0.0,Low,Excellent,24,789,11095686.0,22191372.0,96162612.0,3698562.0,1.215,Mid-term,6.5,1,3698562.0,3,1232854.0,1.8000000000000005
Kota Jakarta Timur,Laki-laki,Married,0,D2,6.0,9.52,Creative & Design,Senior,7126402.290691053,0.0,High,Outstanding,50,524,21379206.87207316,42758413.74414632,121148838.94174787,7126402.290691053,1.19,Mid-term,2.4285714285714284,3,2375467.4302303507,3,2375467.4302303507,3.4
Tangerang,Laki-laki,Single,0,SLTA,0.0,9.7,Service & Support,Staff,1155073.0,0.0,High,Low,27,411,3465219.0,6930438.0,15015949.0,1155073.0,1.2125,Mid-term,13.0,1,1155073.0,1,1155073.0,2.2
Kota Bogor,Laki-laki,Single,0,SLTA,6.0,9.7,Engineering & IT,Staff,1765498.0,0.0,Medium,Good,24,762,5296494.0,10592988.0,44137450.0,1765498.0,1.2125,Mid-term,3.571428571428572,1,1765498.0,1,1765498.0,2.0
Kota Jakarta Selatan,Laki-laki,Married,2,D1,2.0,9.8,Service & Support,Manager,9968500.647697937,0.0,High,Excellent,43,1036,29905501.94309381,59811003.88618762,338929022.0217298,3322833.5492326454,1.225,Mid-term,11.333333333333334,4,2492125.161924484,2,4984250.323848968,3.0
Kota Jakarta Selatan,Laki-laki,Married,2,SLTA,3.0,9.84,Corporate Strategy & Communications,Manager,10565227.69721798,0.0,High,Outstanding,51,527,31695683.091653943,63391366.183307886,179608870.85270566,3521742.565739326,1.23,Mid-term,4.25,4,2641306.924304495,1,10565227.69721798,3.4
Kota Jakarta Timur,Laki-laki,Single,0,D3,6.0,9.65,HR,Staff,3334708.0,0.0,Medium,Low,28,900,10004124.0,20008248.0,100041240.0,3334708.0,1.20625,Mid-term,4.285714285714286,1,3334708.0,4,833677.0,1.6
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,3.0,9.1,Creative & Design,Staff,1323584.0,0.0,High,Low,25,518,3970752.0,7941504.0,22500928.0,1323584.0,1.1375,Mid-term,4.25,1,1323584.0,1,1323584.0,2.2
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,10.0,9.08,Creative & Design,Senior,8958303.484032612,0.0,Very High,Excellent,54,780,26874910.45209784,53749820.90419568,232915890.584848,2239575.871008153,1.135,Mid-term,2.363636363636364,3,2986101.161344204,1,8958303.484032612,3.6
Kabupaten Bekasi,Perempuan,Married,0,SLTA,5.0,9.51,Finance & Accounting,Manager,14924954.11897051,0.0,High,Outstanding,49,540,44774862.356911525,89549724.71382305,268649174.1414692,14924954.11897051,1.18875,Mid-term,3.0,4,3731238.5297426274,1,14924954.11897051,3.4
Kota Jakarta Selatan,Perempuan,Single,0,D1,5.0,9.46,Corporate Strategy & Communications,Staff,4876502.0,0.0,High,Good,24,506,14629506.0,29259012.0,78024032.0,4876502.0,1.1825,Mid-term,2.6666666666666665,1,4876502.0,2,2438251.0,2.6
Tangerang,Perempuan,Married,0,SLTA,7.0,9.71,Operations,Staff,2803347.0,0.0,High,Excellent,38,817,8410041.0,16820082.0,75690369.0,2803347.0,1.21375,Mid-term,3.375,1,2803347.0,1,2803347.0,3.0
Kota Jakarta Timur,Perempuan,Single,0,SLTA,11.0,9.82,Service & Support,Staff,1352574.0,0.0,Low,Good,25,757,4057722.0,8115444.0,33814350.0,1352574.0,1.2275,Mid-term,2.083333333333333,1,1352574.0,1,1352574.0,1.4
Kota Jakarta Pusat,Laki-laki,Divorce,2,D3,2.0,9.86,Operations,Staff,4852775.0,0.0,Low,Low,31,969,14558325.0,29116650.0,155288800.0,1617591.6666666667,1.2325,Mid-term,10.666666666666666,1,4852775.0,4,1213193.75,1.0
Kota Jakarta Selatan,Laki-laki,Married,0,SLTA,3.0,9.22,Creative & Design,Senior,6173893.044713583,0.0,High,Outstanding,44,800,18521679.13414075,37043358.2682815,160521219.16255316,6173893.044713583,1.1525,Mid-term,6.5,3,2057964.348237861,1,6173893.044713583,3.4
Kota Jakarta Pusat,Laki-laki,Married,2,D2,8.0,9.47,Marketing,Staff,3925156.0,0.0,Low,Good,28,455,11775468.0,23550936.0,58877340.0,1308385.3333333333,1.18375,Mid-term,1.6666666666666667,1,3925156.0,3,1308385.3333333333,1.4
Kota Jakarta Selatan,Laki-laki,Married,5,D1,2.0,9.61,Corporate Strategy & Communications,Senior,7192302.169149156,0.0,High,Excellent,54,779,21576906.507447463,43153813.01489493,179807554.2287289,1198717.028191526,1.20125,Mid-term,8.333333333333334,3,2397434.056383052,2,3596151.084574578,3.0
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,10.0,9.56,Finance & Accounting,Staff,1917470.0,0.0,Low,Good,34,786,5752410.0,11504820.0,49854220.0,479367.5,1.195,Mid-term,2.363636363636364,1,1917470.0,1,1917470.0,1.4
Kota Jakarta Timur,Laki-laki,Married,3,D2,6.0,9.2,Marketing,Senior,7038858.344859804,0.0,High,Excellent,53,443,21116575.03457941,42233150.06915882,98544016.82803726,1759714.586214951,1.15,Mid-term,2.0,3,2346286.114953268,3,2346286.114953268,3.0
Kabupaten Bekasi,Perempuan,Married,1,SLTA,0.0,9.65,Marketing,Staff,1060575.0,0.0,Medium,Low,37,400,3181725.0,6363450.0,13787475.0,530287.5,1.20625,Mid-term,13.0,1,1060575.0,1,1060575.0,1.6
Kabupaten Bogor,Perempuan,Married,1,SLTA,11.0,9.65,HR,Senior,14084867.443475133,0.0,High,Outstanding,49,783,42254602.3304254,84509204.6608508,366206553.5303534,7042433.721737566,1.20625,Mid-term,2.1666666666666665,3,4694955.814491711,1,14084867.443475133,3.4
Kota Jakarta Utara,Laki-laki,Married,3,SLTA,2.0,9.29,HR,Staff,1211758.0,0.0,High,Good,34,411,3635274.0,7270548.0,15752854.0,302939.5,1.16125,Mid-term,4.333333333333333,1,1211758.0,1,1211758.0,2.6
Kota Bogor,Laki-laki,Married,1,SLTA,3.0,9.61,Engineering & IT,Staff,1638038.0,0.0,High,Low,26,372,4914114.0,9828228.0,19656456.0,819019.0,1.20125,Mid-term,3.0,1,1638038.0,1,1638038.0,2.2
Tangerang,Perempuan,Single,0,D3,5.0,9.46,Corporate Strategy & Communications,Staff,3575018.0,0.0,Low,Excellent,29,427,10725054.0,21450108.0,50050252.0,3575018.0,1.1825,Mid-term,2.333333333333333,1,3575018.0,4,893754.5,1.8000000000000005
Tangerang,Perempuan,Married,4,SLTA,9.0,9.22,HR,Senior,11131534.991970677,0.0,High,Outstanding,49,800,33394604.97591203,66789209.95182406,289419909.7912376,2226306.9983941354,1.1525,Mid-term,2.6,3,3710511.6639902256,1,11131534.991970677,3.4
Kota Jakarta Selatan,Perempuan,Divorce,2,SLTA,8.0,9.67,Engineering & IT,Staff,2915169.0,0.0,Low,Good,38,439,8745507.0,17491014.0,40812366.0,971723.0,1.20875,Mid-term,1.5555555555555556,1,2915169.0,1,2915169.0,1.4
Kota Jakarta Selatan,Perempuan,Married,2,SLTA,7.0,9.62,HR,Staff,1461614.0,0.0,Low,Excellent,37,789,4384842.0,8769684.0,38001964.0,487204.6666666667,1.2025,Mid-term,3.25,1,1461614.0,1,1461614.0,1.8000000000000005
Kota Bogor,Laki-laki,Married,4,D1,4.0,9.65,Engineering & IT,Senior,9726691.917021517,0.0,High,Excellent,44,600,29180075.75106455,58360151.5021291,194533838.34043032,1945338.383404304,1.20625,Mid-term,4.0,3,3242230.639007172,2,4863345.958510758,3.0
Kabupaten Bogor,Laki-laki,Married,1,D1,5.0,9.38,Corporate Strategy & Communications,Manager,8373376.58735571,0.0,Very High,Outstanding,47,436,25120129.762067128,50240259.524134256,117227272.22297992,4186688.293677855,1.1725,Mid-term,2.333333333333333,4,2093344.146838928,2,4186688.293677855,4.0
Kota Jakarta Utara,Laki-laki,Married,2,D1,3.0,9.37,Corporate Strategy & Communications,Senior,6908169.365532461,0.0,Very High,Outstanding,51,819,20724508.09659738,41449016.19319476,186520572.86937645,2302723.1218441534,1.17125,Mid-term,6.75,3,2302723.1218441534,2,3454084.6827662303,4.0
Kota Jakarta Timur,Perempuan,Divorce,2,SLTA,7.0,9.38,Engineering & IT,Staff,2101867.0,0.0,High,Good,40,423,6305601.0,12611202.0,29426138.0,700622.3333333334,1.1725,Mid-term,1.75,1,2101867.0,1,2101867.0,2.6
Kabupaten Bekasi,Perempuan,Married,3,SLTA,7.0,9.28,Corporate Strategy & Communications,Manager,9220081.558607643,0.0,High,Excellent,52,460,27660244.67582293,55320489.35164586,138301223.37911466,2305020.389651911,1.16,Mid-term,1.875,4,2305020.389651911,1,9220081.558607643,3.0
Kota Jakarta Pusat,Perempuan,Married,3,D3,0.0,9.36,HR,Staff,3166125.0,0.0,Medium,Excellent,33,452,9498375.0,18996750.0,47491875.0,791531.25,1.17,Mid-term,15.0,1,3166125.0,4,791531.25,2.4000000000000004
Kota Jakarta Timur,Laki-laki,Married,2,D2,4.0,9.09,Service & Support,Staff,4262207.0,0.0,High,Good,28,819,12786621.0,25573242.0,115079589.0,1420735.6666666667,1.13625,Mid-term,5.4,1,4262207.0,3,1420735.6666666667,2.6
Kabupaten Bekasi,Perempuan,Married,0,SLTA,0.0,9.18,Operations,Staff,2111682.0,0.0,Medium,Low,29,422,6335046.0,12670092.0,29563548.0,2111682.0,1.1475,Mid-term,14.0,1,2111682.0,1,2111682.0,1.6
Tangerang,Perempuan,Married,1,SLTA,9.0,9.49,Operations,Staff,2185798.0,0.0,Low,Excellent,36,399,6557394.0,13114788.0,28415374.0,1092899.0,1.18625,Mid-term,1.3,1,2185798.0,1,2185798.0,1.8000000000000005
Tangerang,Perempuan,Married,0,SLTA,6.0,9.65,HR,Senior,13022207.985900177,0.0,High,Excellent,45,488,39066623.95770053,78133247.91540106,208355327.77440283,13022207.985900177,1.20625,Mid-term,2.2857142857142856,3,4340735.995300059,1,13022207.985900177,3.0
Kota Depok,Laki-laki,Married,1,SLTA,0.0,9.65,Operations,Staff,1476861.0,0.0,Low,Good,31,388,4430583.0,8861166.0,17722332.0,738430.5,1.20625,Mid-term,0.0,1,1476861.0,1,1476861.0,1.4
Tangerang,Perempuan,Married,1,SLTA,5.0,9.09,Service & Support,Manager,13202283.238827225,0.0,High,Excellent,42,414,39606849.71648167,79213699.43296334,171629682.1047539,6601141.619413612,1.13625,Mid-term,2.1666666666666665,4,3300570.809706806,1,13202283.238827225,3.0
Kepulauan Seribu,Laki-laki,Single,0,SLTA,0.0,9.9,Finance & Accounting,Staff,1136150.0,0.0,Medium,Good,29,384,3408450.0,6816900.0,13633800.0,1136150.0,1.2375,Mid-term,0.0,1,1136150.0,1,1136150.0,2.0
Kota Jakarta Timur,Perempuan,Single,0,D1,0.0,9.38,Corporate Strategy & Communications,Staff,3431710.0,0.0,Low,Excellent,36,837,10295130.0,20590260.0,92656170.0,3431710.0,1.1725,Mid-term,0.0,1,3431710.0,2,1715855.0,1.8000000000000005
Kota Jakarta Barat,Laki-laki,Married,1,D2,0.0,9.68,Service & Support,Senior,10062564.515001563,0.0,Very High,Outstanding,48,933,30187693.54500469,60375387.09000938,311939499.9650485,5031282.257500782,1.21,Mid-term,31.0,3,3354188.171667188,3,3354188.171667188,4.0
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,0.0,9.76,Engineering & IT,Staff,1187289.0,0.0,Medium,Good,38,471,3561867.0,7123734.0,17809335.0,296822.25,1.22,Mid-term,15.0,1,1187289.0,1,1187289.0,2.0
Kota Bekasi,Perempuan,Married,1,SLTA,13.0,9.48,Creative & Design,Staff,1242302.0,0.0,Low,Excellent,26,769,3726906.0,7453812.0,31057550.0,621151.0,1.185,Mid-term,1.7857142857142858,1,1242302.0,1,1242302.0,1.8000000000000005
Kabupaten Bogor,Laki-laki,Married,3,SLTA,5.0,9.49,Service & Support,Senior,9358672.943011325,0.0,High,Outstanding,52,512,28076018.82903397,56152037.65806795,159097440.0311925,2339668.235752831,1.18625,Mid-term,2.833333333333333,3,3119557.647670442,1,9358672.943011325,3.4
Kabupaten Bekasi,Perempuan,Married,2,D3,6.0,9.13,Operations,Staff,3628802.0,0.0,High,Good,30,791,10886406.0,21772812.0,94348852.0,1209600.6666666667,1.14125,Mid-term,3.7142857142857135,1,3628802.0,4,907200.5,2.6
Kota Jakarta Timur,Perempuan,Married,3,SLTA,7.0,9.07,Creative & Design,Manager,11168959.292273998,0.0,High,Outstanding,44,627,33506877.876821995,67013755.75364399,223379185.84548,2792239.8230685,1.13375,Mid-term,2.5,4,2792239.8230685,1,11168959.292273998,3.4
Kota Bekasi,Laki-laki,Single,0,SLTA,7.0,9.6,Finance & Accounting,Staff,2266947.0,0.0,Medium,Good,32,454,6800841.0,13601682.0,34004205.0,2266947.0,1.2,Mid-term,1.875,1,2266947.0,1,2266947.0,2.0
Kota Depok,Laki-laki,Married,3,SLTA,0.0,9.62,Creative & Design,Manager,14169462.095024498,0.0,High,Outstanding,44,509,42508386.2850735,85016772.570147,226711393.520392,3542365.5237561245,1.2025,Mid-term,16.0,4,3542365.5237561245,1,14169462.095024498,3.4
Kota Jakarta Barat,Laki-laki,Married,1,D3,5.0,9.13,Engineering & IT,Staff,3906685.0,0.0,Medium,Excellent,40,445,11720055.0,23440110.0,54693590.0,1953342.5,1.14125,Mid-term,2.333333333333333,1,3906685.0,4,976671.25,2.4000000000000004
Kota Depok,Perempuan,Married,3,SLTA,10.0,9.75,Operations,Staff,2163039.0,0.0,Low,Good,33,432,6489117.0,12978234.0,30282546.0,540759.75,1.21875,Mid-term,1.2727272727272727,1,2163039.0,1,2163039.0,1.4
Tangerang,Laki-laki,Single,0,SLTA,1.0,9.85,HR,Staff,1501372.0,0.0,Medium,Good,28,563,4504116.0,9008232.0,27024696.0,1501372.0,1.23125,Mid-term,9.0,1,1501372.0,1,1501372.0,2.0
Kota Jakarta Pusat,Laki-laki,Married,0,SLTA,0.0,9.38,Service & Support,Senior,10442140.76337789,0.0,High,Excellent,42,404,31326422.29013367,62652844.58026734,135747829.92391258,10442140.76337789,1.1725,Mid-term,0.0,3,3480713.58779263,1,10442140.76337789,3.0
Kota Jakarta Timur,Laki-laki,Married,2,D2,4.0,9.74,Operations,Manager,9003430.252585903,0.0,Very High,Excellent,44,1067,27010290.75775771,54020581.51551542,315120058.8405066,3001143.4175286344,1.2175,Mid-term,7.0,4,2250857.563146476,3,3001143.4175286344,3.6
Kota Jakarta Timur,Laki-laki,Married,2,D3,1.0,9.06,Corporate Strategy & Communications,Senior,8427473.882234626,0.0,Very High,Outstanding,54,894,25282421.64670388,50564843.29340775,244396742.5848041,2809157.960744875,1.1325,Mid-term,14.5,3,2809157.960744875,4,2106868.4705586564,4.0
Tangerang,Perempuan,Single,0,SLTA,10.0,9.81,Service & Support,Staff,1840096.0,0.0,High,Good,25,759,5520288.0,11040576.0,46002400.0,1840096.0,1.22625,Mid-term,2.272727272727273,1,1840096.0,1,1840096.0,2.6
Kota Jakarta Selatan,Laki-laki,Divorce,2,SLTA,8.0,9.74,Marketing,Staff,2798501.0,0.0,Low,Excellent,39,828,8395503.0,16791006.0,75559527.0,932833.6666666666,1.2175,Mid-term,3.0,1,2798501.0,1,2798501.0,1.8000000000000005
Kabupaten Bekasi,Perempuan,Single,0,SLTA,11.0,9.85,Corporate Strategy & Communications,Staff,1926932.0,0.0,Low,Good,35,421,5780796.0,11561592.0,26977048.0,1926932.0,1.23125,Mid-term,1.1666666666666667,1,1926932.0,1,1926932.0,1.4
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,3.0,9.1,HR,Staff,2653700.0,0.0,Medium,Low,25,470,7961100.0,15922200.0,39805500.0,2653700.0,1.1375,Mid-term,3.75,1,2653700.0,1,2653700.0,1.6
Kabupaten Bogor,Perempuan,Married,2,SLTA,3.0,9.7,Operations,Staff,2658840.0,0.0,Medium,Low,35,485,7976520.0,15953040.0,42541440.0,886280.0,1.2125,Mid-term,4.0,1,2658840.0,1,2658840.0,1.6
Tangerang,Laki-laki,Single,0,D1,2.0,9.26,Finance & Accounting,Staff,4297136.0,0.0,Low,Low,28,1010,12891408.0,25782816.0,141805488.0,4297136.0,1.1575,Mid-term,11.0,1,4297136.0,2,2148568.0,1.0
Kota Jakarta Pusat,Perempuan,Married,1,SLTA,10.0,9.28,Engineering & IT,Staff,1016065.0,0.0,Low,Good,39,418,3048195.0,6096390.0,13208845.0,508032.5,1.16,Mid-term,1.181818181818182,1,1016065.0,1,1016065.0,1.4
Kota Depok,Perempuan,Married,1,D2,1.0,9.88,Finance & Accounting,Staff,4999248.0,0.0,High,Excellent,31,513,14997744.0,29995488.0,84987216.0,2499624.0,1.235,Mid-term,8.5,1,4999248.0,3,1666416.0,3.0
Kota Jakarta Timur,Laki-laki,Married,4,D3,1.0,9.54,Engineering & IT,Manager,6875910.974292435,0.0,Very High,Outstanding,43,449,20627732.922877304,41255465.84575461,96262753.64009409,1375182.194858487,1.1925,Mid-term,7.0,4,1718977.7435731087,4,1718977.7435731087,4.0
Kota Jakarta Timur,Perempuan,Single,0,SLTA,0.0,9.33,Corporate Strategy & Communications,Staff,1034554.0,0.0,Medium,Low,24,856,3103662.0,6207324.0,28967512.0,1034554.0,1.16625,Mid-term,28.0,1,1034554.0,1,1034554.0,1.6
Kabupaten Bogor,Perempuan,Married,3,SLTA,12.0,9.69,HR,Senior,10386928.216520684,0.0,High,Excellent,54,442,31160784.649562053,62321569.29912411,145416995.03128958,2596732.054130171,1.21125,Mid-term,1.0769230769230769,3,3462309.4055068945,1,10386928.216520684,3.0
Kota Jakarta Selatan,Perempuan,Married,3,SLTA,1.0,9.2,Marketing,Staff,2251752.0,0.0,Medium,Excellent,32,558,6755256.0,13510512.0,40531536.0,562938.0,1.15,Mid-term,9.0,1,2251752.0,1,2251752.0,2.4000000000000004
Kota Depok,Perempuan,Single,0,SLTA,8.0,9.61,Marketing,Staff,2303903.0,0.0,Low,Low,26,417,6911709.0,13823418.0,29950739.0,2303903.0,1.20125,Mid-term,1.4444444444444444,1,2303903.0,1,2303903.0,1.0
Kota Jakarta Barat,Perempuan,Single,0,D2,8.0,9.08,Marketing,Staff,3724157.0,0.0,Medium,Good,24,777,11172471.0,22344942.0,93103925.0,3724157.0,1.135,Mid-term,2.7777777777777777,1,3724157.0,3,1241385.6666666667,2.0
Tangerang,Laki-laki,Married,1,SLTA,12.0,9.7,HR,Staff,1840983.0,0.0,Medium,Excellent,29,439,5522949.0,11045898.0,25773762.0,920491.5,1.2125,Mid-term,1.0769230769230769,1,1840983.0,1,1840983.0,2.4000000000000004
Tangerang,Laki-laki,Single,0,D1,4.0,9.31,Creative & Design,Staff,3151626.0,0.0,High,Good,26,849,9454878.0,18909756.0,88245528.0,3151626.0,1.16375,Mid-term,5.6,1,3151626.0,2,1575813.0,2.6
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,12.0,9.36,Creative & Design,Staff,1160039.0,0.0,Low,Good,24,422,3480117.0,6960234.0,16240546.0,386679.6666666667,1.17,Mid-term,1.0769230769230769,1,1160039.0,1,1160039.0,1.4
Kota Jakarta Timur,Perempuan,Single,0,SLTA,2.0,9.4,Operations,Staff,1876355.0,0.0,Medium,Excellent,29,431,5629065.0,11258130.0,26268970.0,1876355.0,1.175,Mid-term,4.666666666666667,1,1876355.0,1,1876355.0,2.4000000000000004
Kabupaten Bogor,Laki-laki,Married,2,SLTA,1.0,9.06,HR,Manager,10146734.900896814,0.0,High,Excellent,41,823,30440204.70269044,60880409.40538088,273961842.324214,3382244.9669656046,1.1325,Mid-term,13.5,4,2536683.7252242034,1,10146734.900896814,3.0
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,12.0,9.04,Engineering & IT,Staff,1529924.0,0.0,Medium,Low,26,431,4589772.0,9179544.0,21418936.0,1529924.0,1.13,Mid-term,1.0769230769230769,1,1529924.0,1,1529924.0,1.6
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,13.0,9.16,Marketing,Manager,11775666.767919762,0.0,Very High,Excellent,51,522,35327000.303759284,70654000.60751857,200186335.054636,11775666.767919762,1.145,Mid-term,1.2142857142857142,4,2943916.6919799405,1,11775666.767919762,3.6
Tangerang,Laki-laki,Married,1,SLTA,3.0,9.11,Finance & Accounting,Manager,12670836.518885974,0.0,Very High,Outstanding,44,428,38012509.556657925,76025019.11331585,177391711.26440364,6335418.259442987,1.13875,Mid-term,3.5,4,3167709.129721493,1,12670836.518885974,4.0
Kota Jakarta Timur,Laki-laki,Married,1,D1,7.0,9.27,Finance & Accounting,Staff,3658834.0,0.0,Medium,Low,36,599,10976502.0,21953004.0,69517846.0,1829417.0,1.15875,Mid-term,2.375,1,3658834.0,2,1829417.0,1.6
Kota Jakarta Timur,Perempuan,Married,0,SLTA,0.0,9.81,Operations,Staff,1463427.0,0.0,Low,Good,27,785,4390281.0,8780562.0,38049102.0,1463427.0,1.22625,Mid-term,26.0,1,1463427.0,1,1463427.0,1.4
Kota Jakarta Pusat,Laki-laki,Married,2,SLTA,9.0,9.41,Creative & Design,Staff,1835629.0,0.0,High,Good,33,433,5506887.0,11013774.0,25698806.0,611876.3333333334,1.17625,Mid-term,1.4,1,1835629.0,1,1835629.0,2.6
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,1.0,9.5,Finance & Accounting,Staff,1537321.0,0.0,Low,Excellent,25,611,4611963.0,9223926.0,30746420.0,1537321.0,1.1875,Mid-term,10.0,1,1537321.0,1,1537321.0,1.8000000000000005
Tangerang,Perempuan,Married,3,D1,4.0,9.07,Corporate Strategy & Communications,Senior,8008261.450147001,0.0,High,Excellent,47,429,24024784.350441,48049568.700882,112115660.302058,2002065.3625367505,1.13375,Mid-term,2.8,3,2669420.483382333,2,4004130.725073501,3.0
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,11.0,9.76,Creative & Design,Staff,1175856.0,0.0,Low,Low,30,417,3527568.0,7055136.0,15286128.0,1175856.0,1.22,Mid-term,1.0833333333333333,1,1175856.0,1,1175856.0,1.0
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,2.0,9.73,Service & Support,Senior,6046248.990217785,0.0,High,Excellent,45,795,18138746.970653355,36277493.94130671,157202473.74566242,2015416.330072595,1.21625,Mid-term,8.666666666666666,3,2015416.330072595,1,6046248.990217785,3.0
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,5.0,9.8,Operations,Staff,1753729.0,0.0,Low,Good,29,449,5261187.0,10522374.0,24552206.0,1753729.0,1.225,Mid-term,2.333333333333333,1,1753729.0,1,1753729.0,1.4
Tangerang,Laki-laki,Married,0,SLTA,8.0,9.54,Creative & Design,Staff,2618630.0,0.0,High,Good,37,411,7855890.0,15711780.0,34042190.0,2618630.0,1.1925,Mid-term,1.4444444444444444,1,2618630.0,1,2618630.0,2.6
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,9.0,9.77,Engineering & IT,Staff,1916062.0,0.0,Medium,Excellent,33,490,5748186.0,11496372.0,30656992.0,1916062.0,1.22125,Mid-term,1.6,1,1916062.0,1,1916062.0,2.4000000000000004
Kota Depok,Laki-laki,Married,3,SLTA,4.0,9.86,Engineering & IT,Senior,12505795.447110416,0.0,High,Excellent,48,784,37517386.34133125,75034772.6826625,325150681.62487084,3126448.861777604,1.2325,Mid-term,5.2,3,4168598.482370138,1,12505795.447110416,3.0
