domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,absence_ratio,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,married_dependent_ratio,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance,resign_risk_indicator,adjusted_work_time
Kota Jakarta Barat,Laki-laki,Single,0,SLTA,5.0,9.5,Finance & Accounting,Staff,1020672,0.0,High,Low,24.0,1158,3062016,6124032,38785536,0.38860103626943,1020672.0,1.1875,Long-term,6.333333333333333,1,1,1020672.0,1,1020672.0,2.2,Low,9.48611517100263
Tangerang,Perempuan,Married,3,S1,3.0,9.58,Finance & Accounting,Junior,5377921,0.0,Low,Excellent,40.0,363,16133763,32267526,64535052,0.7438016528925621,1344480.25,1.1975,Mid-term,3.0,4,2,2688960.5,5,1075584.2,1.8000000000000005,Medium,9.553413506012951
Kota Bekasi,Laki-laki,Single,0,SLTA,8.0,9.8,HR,Staff,2461113,0.0,Medium,Excellent,24.0,1525,7383339,14766678,123055650,0.4721311475409837,2461113.0,1.225,Long-term,5.555555555555555,1,1,2461113.0,1,2461113.0,2.4000000000000004,Low,9.782581648522552
Kota Jakarta Utara,Perempuan,Single,0,D3,1.0,9.4,Creative & Design,Staff,4265373,0.0,Low,Good,49.0,129,12796119,25592238,17061492,0.6976744186046512,4265373.0,1.175,Short-term,2.0,1,1,4265373.0,4,1066343.25,1.4,Medium,9.373961218836566
Kabupaten Bogor,Laki-laki,Single,0,D3,3.0,9.72,Marketing,Staff,3985566,0.0,Low,Low,35.0,225,11956698,23913396,27898962,1.2,3985566.0,1.215,Short-term,1.75,1,1,3985566.0,4,996391.5,1.0,Medium,9.67378763866878
Kota Jakarta Utara,Laki-laki,Single,0,SLTA,12.0,9.28,Operations,Staff,1849672,0.0,Medium,Excellent,29.0,1523,5549016,11098032,92483600,0.7091267235718977,1849672.0,1.16,Long-term,3.8461538461538463,1,1,1849672.0,1,1849672.0,2.4000000000000004,Low,9.255258831370806
Kabupaten Bogor,Laki-laki,Married,2,SLTA,11.0,9.44,HR,Staff,1960615,0.0,Low,Good,48.0,106,5881845,11763690,5881845,9.339622641509434,653538.3333333334,1.18,Short-term,0.25,3,1,1960615.0,1,1960615.0,1.4,Medium,9.056826568265684
Tangerang,Laki-laki,Divorce,0,D3,4.0,9.57,Finance & Accounting,Staff,4324549,0.0,High,Low,35.0,1664,12973647,25947294,237850195,0.2163461538461538,4324549.0,1.19625,Long-term,11.0,1,1,4324549.0,4,1081137.25,2.2,Low,9.56226822864068
Kota Jakarta Utara,Perempuan,Divorce,0,SLTA,0.0,9.61,Marketing,Staff,2915569,0.0,High,Low,36.0,152,8746707,17493414,14577845,0.0,2915569.0,1.20125,Short-term,5.0,1,1,2915569.0,1,2915569.0,2.2,Medium,9.61
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,2.0,9.3,HR,Staff,1770630,0.0,High,Low,30.0,1342,5311890,10623780,77907720,0.1341281669150521,1770630.0,1.1625,Long-term,14.666666666666666,1,1,1770630.0,1,1770630.0,2.2,Low,9.295304216107043
Kota Depok,Laki-laki,Married,2,D3,1.0,9.44,HR,Staff,4858329,0.0,High,Excellent,52.0,162,14574987,29149974,24291645,0.5555555555555556,1619443.0,1.18,Short-term,2.5,3,1,4858329.0,4,1214582.25,3.0,Medium,9.419068736141906
Kota Jakarta Utara,Perempuan,Single,4,S1,0.0,9.49,Engineering & IT,Junior,6997895,0.0,Low,Excellent,31.0,394,20993685,41987370,90972635,0.0,1399579.0,1.18625,Mid-term,13.0,1,2,3498947.5,5,1399579.0,1.8000000000000005,Medium,9.49
Kota Jakarta Timur,Laki-laki,Married,0,D1,4.0,9.77,Corporate Strategy & Communications,Staff,4460127,0.0,High,Excellent,28.0,272,13380381,26760762,40141143,1.3235294117647058,4460127.0,1.22125,Short-term,1.8,1,1,4460127.0,2,2230063.5,3.0,High,9.721812577065352
Kota Depok,Laki-laki,Married,1,SLTA,9.0,9.29,Marketing,Staff,2606025,0.0,Medium,Excellent,32.0,1150,7818075,15636150,99028950,0.7043478260869565,1303012.5,1.16125,Long-term,3.8,2,1,2606025.0,1,2606025.0,2.4000000000000004,Low,9.265559777842736
Kota Jakarta Pusat,Laki-laki,Married,0,SLTA,9.0,9.12,Marketing,Staff,1282111,0.0,Low,Excellent,32.0,132,3846333,7692666,5128444,6.136363636363637,1282111.0,1.14,Short-term,0.4,1,1,1282111.0,1,1282111.0,1.8000000000000005,Medium,8.892631578947368
Kota Jakarta Selatan,Laki-laki,Married,2,D3,6.0,9.86,Creative & Design,Staff,4024312,0.0,High,Good,44.0,206,12072936,24145872,24145872,2.621359223300971,1341437.3333333333,1.2325,Short-term,0.8571428571428571,3,1,4024312.0,4,1006078.0,2.6,Medium,9.75064695009242
Kabupaten Bekasi,Laki-laki,Married,3,S1,4.0,9.07,Corporate Strategy & Communications,Junior,5360021,0.0,Low,Low,51.0,1283,16080063,32160126,225120882,0.2805923616523772,1340005.25,1.13375,Long-term,8.4,4,2,2680010.5,5,1072004.2,1.0,Low,9.060404654853214
Tangerang,Laki-laki,Married,5,D1,1.0,9.82,Engineering & IT,Staff,4347422,0.0,Low,Good,48.0,326,13042266,26084532,43474220,0.2760736196319018,724570.3333333334,1.2275,Short-term,5.0,6,1,4347422.0,2,2173711.0,1.4,Medium,9.809100998890122
Tangerang,Perempuan,Married,0,SLTA,11.0,9.18,Operations,Staff,2179779,0.0,High,Good,31.0,200,6539337,13078674,13078674,4.95,2179779.0,1.1475,Short-term,0.5,1,1,2179779.0,1,2179779.0,2.6,Medium,8.993345656192236
Kabupaten Bogor,Laki-laki,Married,2,S1,0.0,9.78,HR,Junior,7103561,0.0,Low,Good,28.0,604,21310683,42621366,142071220,0.0,2367853.6666666665,1.2225,Mid-term,20.0,3,2,3551780.5,5,1420712.2,1.4,Medium,9.78
Tangerang,Laki-laki,Single,0,SLTA,13.0,9.14,Marketing,Staff,2743130,0.0,High,Good,29.0,1171,8229390,16458780,106982070,0.9991460290350128,2743130.0,1.1425,Long-term,2.7857142857142856,1,1,2743130.0,1,2743130.0,2.6,Low,9.106157789803476
Kota Jakarta Barat,Laki-laki,Married,0,S1,3.0,9.01,Creative & Design,Junior,6433401,0.0,High,Good,40.0,703,19300203,38600406,147968223,0.3840682788051209,6433401.0,1.12625,Mid-term,5.75,1,2,3216700.5,5,1286680.2,2.6,Medium,8.996948334138096
Kota Jakarta Timur,Perempuan,Married,3,S1,1.0,9.58,Corporate Strategy & Communications,Junior,5820763,0.0,Medium,Good,50.0,514,17462289,34924578,98952971,0.1750972762645914,1455190.75,1.1975,Mid-term,8.5,4,2,2910381.5,5,1164152.6,2.0,Medium,9.57374265186153
Kota Bekasi,Perempuan,Married,0,D2,8.0,9.16,Corporate Strategy & Communications,Staff,4189022,0.0,Low,Low,45.0,703,12567066,25134132,96347506,1.0241820768136558,4189022.0,1.145,Mid-term,2.555555555555556,1,1,4189022.0,3,1396340.6666666667,1.0,Medium,9.124616127474653
Tangerang,Perempuan,Married,2,D3,2.0,9.36,Marketing,Staff,3905990,0.0,Medium,Good,50.0,1158,11717970,23435940,148427620,0.155440414507772,1301996.6666666667,1.17,Long-term,12.666666666666666,3,1,3905990.0,4,976497.5,2.0,Low,9.354527915814089
Kota Jakarta Utara,Perempuan,Married,1,SLTA,13.0,9.74,HR,Staff,1131133,0.0,Medium,Low,24.0,356,3393399,6786798,12442463,3.286516853932584,565566.5,1.2175,Short-term,0.7857142857142857,2,1,1131133.0,1,1131133.0,1.6,High,9.612230070635722
Tangerang,Perempuan,Married,3,SLTA,10.0,9.16,Marketing,Staff,1692117,0.0,Medium,Low,43.0,236,5076351,10152702,11844819,3.8135593220338975,423029.25,1.145,Short-term,0.6363636363636364,4,1,1692117.0,1,1692117.0,1.6,Medium,9.014833597464342
Kabupaten Bekasi,Perempuan,Married,3,D3,3.0,9.23,Service & Support,Staff,4373513,0.0,Low,Excellent,55.0,778,13120539,26241078,109337825,0.3470437017994859,1093378.25,1.15375,Mid-term,6.25,4,1,4373513.0,4,1093378.25,1.8000000000000005,Medium,9.217698800533096
Kabupaten Bekasi,Laki-laki,Married,0,SLTA,9.0,9.46,Service & Support,Staff,1208175,0.0,Medium,Low,42.0,1168,3624525,7249050,45910650,0.6934931506849314,1208175.0,1.1825,Long-term,3.8,1,1,1208175.0,1,1208175.0,1.6,Low,9.435112540192929
Kabupaten Bekasi,Laki-laki,Married,2,S1,3.0,9.32,Engineering & IT,Junior,5285044,0.0,Low,Low,44.0,1012,15855132,31710264,174406452,0.266798418972332,1761681.3333333333,1.165,Mid-term,8.25,3,2,2642522.0,5,1057008.8,1.0,Medium,9.310589027263548
Kota Jakarta Barat,Perempuan,Married,2,D3,4.0,9.69,Corporate Strategy & Communications,Staff,4598717,0.0,Medium,Excellent,35.0,1253,13796151,27592302,188547397,0.2873104549082202,1532905.6666666667,1.21125,Long-term,8.2,3,1,4598717.0,4,1149679.25,2.4000000000000004,Low,9.679498780818204
Kota Bekasi,Laki-laki,Married,4,D2,3.0,9.14,Operations,Staff,4469887,0.0,High,Excellent,54.0,344,13409661,26819322,49168757,0.7848837209302325,893977.4,1.1425,Short-term,2.75,5,1,4469887.0,3,1489962.3333333333,3.0,Medium,9.112330978809284
Kota Jakarta Utara,Laki-laki,Married,4,D1,1.0,9.58,Corporate Strategy & Communications,Staff,4760385,0.0,Medium,Good,56.0,1750,14281155,28562310,276102330,0.0514285714285714,952077.0,1.1975,Long-term,29.0,5,1,4760385.0,2,2380192.5,2.0,Low,9.578165102470791
Tangerang,Laki-laki,Married,0,D1,1.0,9.36,Marketing,Staff,4213495,0.0,Medium,Low,31.0,235,12640485,25280970,29494465,0.3829787234042553,4213495.0,1.17,Short-term,3.5,1,1,4213495.0,2,2106747.5,1.6,Medium,9.345166402535655
Kota Jakarta Utara,Perempuan,Single,0,D3,5.0,9.62,Finance & Accounting,Staff,3441351,0.0,Medium,Low,24.0,322,10324053,20648106,34413510,1.3975155279503104,3441351.0,1.2025,Short-term,1.6666666666666667,1,1,3441351.0,4,860337.75,1.6,High,9.56661487236404
Kota Depok,Laki-laki,Married,3,S1,0.0,9.52,Creative & Design,Senior,8222655,0.0,Very High,Excellent,46.0,630,24667965,49335930,172675755,0.0,2055663.75,1.19,Mid-term,21.0,4,3,2740885.0,5,1644531.0,3.6,Medium,9.52
Kabupaten Bekasi,Perempuan,Married,1,D3,4.0,9.64,Operations,Staff,4114480,0.0,Medium,Low,40.0,520,12343440,24686880,69946160,0.6923076923076923,2057240.0,1.205,Mid-term,3.4,2,1,4114480.0,4,1028620.0,1.6,Medium,9.61481384715872
Kabupaten Bekasi,Perempuan,Married,2,D2,4.0,9.39,Corporate Strategy & Communications,Staff,3954024,0.0,Low,Good,48.0,146,11862072,23724144,15816096,2.4657534246575343,1318008.0,1.17375,Short-term,0.8,3,1,3954024.0,3,1318008.0,1.4,Medium,9.28595567867036
Tangerang,Perempuan,Married,2,S1,1.0,9.03,HR,Junior,7084253,0.0,Low,Good,36.0,365,21252759,42505518,85011036,0.2465753424657534,2361417.6666666665,1.12875,Mid-term,6.0,3,2,3542126.5,5,1416850.6,1.4,Medium,9.021646623496762
Kota Jakarta Utara,Perempuan,Married,1,D2,5.0,9.38,Engineering & IT,Staff,4752898,0.0,Medium,Good,44.0,504,14258694,28517388,76046368,0.8928571428571429,2376449.0,1.1725,Mid-term,2.6666666666666665,2,1,4752898.0,3,1584299.3333333333,2.0,Medium,9.347453157529497
Kota Jakarta Barat,Laki-laki,Married,1,SLTA,11.0,9.24,Marketing,Staff,1899016,0.0,Low,Low,39.0,142,5697048,11394096,7596064,6.971830985915493,949508.0,1.155,Short-term,0.3333333333333333,2,1,1899016.0,1,1899016.0,1.0,Medium,8.958448753462603
Kota Jakarta Barat,Perempuan,Divorce,2,D2,0.0,9.65,Creative & Design,Staff,4065879,0.0,Medium,Excellent,37.0,309,12197637,24395274,40658790,0.0,1355293.0,1.20625,Short-term,10.0,1,1,4065879.0,3,1355293.0,2.4000000000000004,Medium,9.65
Kabupaten Bekasi,Laki-laki,Married,2,D1,0.0,9.72,Corporate Strategy & Communications,Staff,3869762,0.0,High,Excellent,34.0,876,11609286,23218572,112223098,0.0,1289920.6666666667,1.215,Mid-term,29.0,3,1,3869762.0,2,1934881.0,3.0,Medium,9.72
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,13.0,9.28,HR,Staff,1079908,0.0,Medium,Good,31.0,102,3239724,6479448,3239724,11.470588235294118,1079908.0,1.16,Short-term,0.2142857142857142,1,1,1079908.0,1,1079908.0,2.0,Medium,8.834833948339483
Tangerang,Laki-laki,Married,4,S1,2.0,9.73,Engineering & IT,Junior,5456865,0.0,High,Good,44.0,890,16370595,32741190,158249085,0.2022471910112359,1091373.0,1.21625,Mid-term,9.666666666666666,5,2,2728432.5,5,1091373.0,2.6,Medium,9.722546916890082
Kabupaten Bekasi,Laki-laki,Married,2,S1,1.0,9.82,Finance & Accounting,Junior,5248546,0.0,High,Excellent,31.0,1018,15745638,31491276,173202018,0.0884086444007858,1749515.3333333333,1.2275,Mid-term,16.5,3,2,2624273.0,5,1049709.2,3.0,Medium,9.816694715583978
Kota Jakarta Selatan,Laki-laki,Married,1,D1,5.0,9.2,Creative & Design,Staff,4932171,0.0,High,Low,32.0,1275,14796513,29593026,207151182,0.3529411764705882,2466085.5,1.15,Long-term,7.0,2,1,4932171.0,2,2466085.5,2.2,Low,9.187833906373974
Kabupaten Bogor,Laki-laki,Married,3,S1,3.0,9.22,Service & Support,Junior,5542626,0.0,Medium,Excellent,42.0,1170,16627878,33255756,216162414,0.2307692307692307,1385656.5,1.1525,Long-term,9.75,4,2,2771313.0,5,1108525.2,2.4000000000000004,Low,9.212121902591855
Tangerang,Perempuan,Married,0,D1,4.0,9.44,Service & Support,Staff,4174433,0.0,Medium,Low,48.0,893,12523299,25046598,121058557,0.4031354983202687,4174433.0,1.18,Mid-term,5.8,1,1,4174433.0,2,2087216.5,1.6,Medium,9.425538108004597
Tangerang,Laki-laki,Married,2,S1,5.0,9.07,Engineering & IT,Junior,5616102,0.0,Low,Low,46.0,1755,16848306,33696612,325733916,0.2564102564102564,1872034.0,1.13375,Long-term,9.666666666666666,3,2,2808051.0,5,1123220.4,1.0,Low,9.06131392453553
Kota Jakarta Timur,Laki-laki,Married,3,S1,1.0,9.79,Service & Support,Junior,5776307,0.0,High,Excellent,56.0,1146,17328921,34657842,219499666,0.0785340314136125,1444076.75,1.22375,Long-term,19.0,4,2,2888153.5,5,1155261.4,3.0,Low,9.787138263665597
Kota Depok,Perempuan,Married,1,D1,2.0,9.43,Corporate Strategy & Communications,Staff,3923386,0.0,Low,Low,52.0,799,11770158,23540316,102008036,0.2252816020025031,1961693.0,1.17875,Mid-term,8.666666666666666,2,1,3923386.0,2,1961693.0,1.0,Medium,9.421943613840238
Kota Jakarta Timur,Laki-laki,Married,3,SLTA,13.0,9.56,Finance & Accounting,Staff,1824465,0.0,High,Excellent,31.0,159,5473395,10946790,9122325,7.358490566037736,456116.25,1.195,Short-term,0.3571428571428571,4,1,1824465.0,1,1824465.0,3.0,Medium,9.284434589800444
Kabupaten Bekasi,Perempuan,Married,1,S1,2.0,9.26,Corporate Strategy & Communications,Junior,5485703,0.0,Low,Good,42.0,1558,16457109,32914218,279770853,0.1155327342747111,2742851.5,1.1575,Long-term,17.0,2,2,2742851.5,5,1097140.6,1.4,Low,9.255966020474842
Tangerang,Perempuan,Married,2,S1,0.0,9.67,Marketing,Junior,6554532,0.0,High,Excellent,41.0,1686,19663596,39327192,367053792,0.0,2184844.0,1.20875,Long-term,56.0,3,2,3277266.0,5,1310906.4,3.0,Low,9.67
Kota Jakarta Pusat,Perempuan,Married,3,D3,8.0,9.02,Corporate Strategy & Communications,Staff,3984584,0.0,High,Good,54.0,1174,11953752,23907504,155398776,0.6132879045996593,996146.0,1.1275,Long-term,4.333333333333333,4,1,3984584.0,4,996146.0,2.6,Low,8.999447450868699
Tangerang,Laki-laki,Married,2,S1,0.0,9.63,Operations,Junior,6387705,0.0,High,Good,50.0,362,19163115,38326230,76652460,0.0,2129235.0,1.20375,Mid-term,12.0,3,2,3193852.5,5,1277541.0,2.6,Medium,9.63
Kabupaten Bekasi,Laki-laki,Married,2,S1,2.0,9.32,Marketing,Junior,5650455,0.0,Medium,Low,51.0,1272,16951365,33902730,237319110,0.1415094339622641,1883485.0,1.165,Long-term,14.0,3,2,2825227.5,5,1130091.0,1.6,Low,9.315070087278498
Kota Jakarta Timur,Perempuan,Married,1,S1,2.0,9.7,Service & Support,Junior,7239975,0.0,High,Excellent,36.0,1586,21719925,43439850,376478700,0.1134930643127364,3619987.5,1.2125,Long-term,17.333333333333332,2,2,3619987.5,5,1447995.0,3.0,Low,9.69585558641316
Kota Jakarta Pusat,Perempuan,Married,2,D1,2.0,9.73,Operations,Staff,4406010,0.0,High,Excellent,42.0,387,13218030,26436060,52872120,0.4651162790697674,1468670.0,1.21625,Mid-term,4.0,3,1,4406010.0,2,2203005.0,3.0,Medium,9.71199814986124
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,13.0,9.6,Operations,Staff,1696464,0.0,Medium,Good,36.0,1141,5089392,10178784,64465632,1.0254163014899211,424116.0,1.2,Long-term,2.7142857142857144,4,1,1696464.0,1,1696464.0,2.0,Low,9.563519438760595
Kabupaten Bekasi,Laki-laki,Married,0,S1,0.0,9.19,Operations,Junior,7412364,0.0,Low,Low,40.0,794,22237092,44474184,192721464,0.0,7412364.0,1.14875,Mid-term,26.0,1,2,3706182.0,5,1482472.8,1.0,Medium,9.19
Kota Depok,Laki-laki,Married,4,D1,1.0,9.61,Service & Support,Staff,4861192,0.0,High,Good,40.0,1245,14583576,29167152,199308872,0.072289156626506,972238.4,1.20125,Long-term,20.5,5,1,4861192.0,2,2430596.0,2.6,Low,9.607396369547548
Kota Jakarta Pusat,Perempuan,Married,1,S1,4.0,9.4,Operations,Junior,5386043,0.0,Medium,Good,34.0,408,16158129,32316258,70018559,0.8823529411764706,2693021.5,1.175,Mid-term,2.6,2,2,2693021.5,5,1077208.6,2.0,Medium,9.367890691716482
Kota Jakarta Utara,Laki-laki,Married,1,D1,5.0,9.25,Operations,Staff,4219131,0.0,Low,Low,26.0,1275,12657393,25314786,177203502,0.3529411764705882,2109565.5,1.15625,Long-term,7.0,2,1,4219131.0,2,2109565.5,1.0,Low,9.23776778629992
Kota Jakarta Timur,Laki-laki,Married,1,D2,4.0,9.8,Corporate Strategy & Communications,Staff,4598281,0.0,Low,Good,48.0,174,13794843,27589686,22991405,2.0689655172413794,2299140.5,1.225,Short-term,1.0,2,1,4598281.0,3,1532760.3333333333,1.4,Medium,9.713082039911308
Kabupaten Bekasi,Laki-laki,Married,2,D3,5.0,9.26,Service & Support,Staff,4740587,0.0,Medium,Good,43.0,1549,14221761,28443522,241769937,0.2905100064557779,1580195.6666666667,1.1575,Long-term,8.5,3,1,4740587.0,4,1185146.75,2.0,Low,9.249915051187106
Kota Jakarta Utara,Perempuan,Single,0,S1,0.0,9.79,Operations,Junior,6385192,0.0,High,Low,39.0,1165,19155576,38311152,242637296,0.0,6385192.0,1.22375,Long-term,38.0,1,2,3192596.0,5,1277038.4,2.2,Low,9.79
Tangerang,Perempuan,Married,2,D3,1.0,9.29,Marketing,Staff,3590567,0.0,High,Low,43.0,376,10771701,21543402,43086804,0.2393617021276595,1196855.6666666667,1.16125,Mid-term,6.0,3,1,3590567.0,4,897641.75,2.2,Medium,9.281406105457908
Tangerang,Perempuan,Married,2,S1,2.0,9.58,HR,Junior,5313327,0.0,Low,Low,43.0,506,15939981,31879962,85013232,0.3557312252964427,1771109.0,1.1975,Mid-term,5.333333333333333,3,2,2656663.5,5,1062665.4,1.0,Medium,9.566703678001389
Kota Jakarta Timur,Perempuan,Married,2,D2,3.0,9.34,Marketing,Staff,4850855,0.0,Medium,Good,36.0,563,14552565,29105130,87315390,0.4795737122557726,1616951.6666666667,1.1675,Mid-term,4.5,3,1,4850855.0,3,1616951.6666666667,2.0,Medium,9.322714373843306
Kota Depok,Perempuan,Married,5,D1,0.0,9.89,Finance & Accounting,Staff,3375682,0.0,High,Good,42.0,154,10127046,20254092,16878410,0.0,562613.6666666666,1.23625,Short-term,5.0,6,1,3375682.0,2,1687841.0,2.6,Medium,9.89
Kota Jakarta Barat,Perempuan,Married,3,D2,5.0,9.82,Marketing,Staff,3832271,0.0,Medium,Good,57.0,1506,11496813,22993626,191613550,0.298804780876494,958067.75,1.2275,Long-term,8.333333333333334,4,1,3832271.0,3,1277423.6666666667,2.0,Low,9.809091313041549
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,11.0,9.13,Engineering & IT,Staff,2151487,0.0,Low,Good,27.0,102,6454461,12908922,6454461,9.705882352941178,2151487.0,1.14125,Short-term,0.25,1,1,2151487.0,1,2151487.0,1.4,High,8.759409594095942
Kabupaten Bekasi,Perempuan,Divorce,0,D2,3.0,9.39,Operations,Staff,4147745,0.0,Medium,Low,49.0,132,12443235,24886470,16590980,2.0454545454545454,4147745.0,1.17375,Short-term,1.0,1,1,4147745.0,3,1382581.6666666667,1.6,Medium,9.31196675900277
Kabupaten Bogor,Laki-laki,Married,2,D1,7.0,9.07,Service & Support,Staff,3933671,0.0,High,Good,49.0,165,11801013,23602026,19668355,3.8181818181818175,1311223.6666666667,1.13375,Short-term,0.625,3,1,3933671.0,2,1966835.5,2.6,Medium,8.929223946784923
Kabupaten Bogor,Perempuan,Married,3,SLTA,2.0,9.03,Creative & Design,Staff,1325708,0.0,Low,Excellent,37.0,1506,3977124,7954248,66285400,0.1195219123505976,331427.0,1.12875,Long-term,16.666666666666668,4,1,1325708.0,1,1325708.0,1.8000000000000005,Low,9.025987558320374
Kota Jakarta Timur,Laki-laki,Married,2,S1,3.0,9.54,Corporate Strategy & Communications,Junior,5923262,0.0,Medium,Low,55.0,1635,17769786,35539572,319856148,0.165137614678899,1974420.6666666667,1.1925,Long-term,13.5,3,2,2961631.0,5,1184652.4,1.6,Low,9.534112322567372
Kabupaten Bekasi,Laki-laki,Married,3,D1,2.0,9.67,Marketing,Staff,4556139,0.0,Low,Good,48.0,731,13668417,27336834,109347336,0.2462380300957592,1139034.75,1.20875,Mid-term,8.0,4,1,4556139.0,2,2278069.5,1.4,Medium,9.66105043961129
Kota Jakarta Timur,Laki-laki,Single,0,S1,2.0,9.37,Operations,Junior,5084932,0.0,Medium,Low,26.0,879,15254796,30509592,147463028,0.204778156996587,5084932.0,1.17125,Mid-term,9.666666666666666,1,2,2542466.0,5,1016986.4,1.6,Medium,9.362822673305248
Kota Jakarta Selatan,Laki-laki,Married,2,D2,5.0,9.01,Marketing,Staff,3961267,0.0,Medium,Low,33.0,1201,11883801,23767602,158450680,0.3746877601998334,1320422.3333333333,1.12625,Long-term,6.666666666666667,3,1,3961267.0,3,1320422.3333333333,1.6,Low,8.997489586226049
Kota Jakarta Timur,Laki-laki,Single,0,S1,2.0,9.56,HR,Junior,5725496,0.0,High,Excellent,27.0,794,17176488,34352976,148862896,0.2267002518891687,5725496.0,1.195,Mid-term,8.666666666666666,1,2,2862748.0,5,1145099.2,3.0,Medium,9.551832550192223
Kabupaten Bekasi,Perempuan,Married,2,D1,6.0,9.47,Service & Support,Staff,3720599,0.0,Low,Low,49.0,1229,11161797,22323594,148823960,0.4393816110659073,1240199.6666666667,1.18375,Long-term,5.714285714285714,3,1,3720599.0,2,1860299.5,1.0,Low,9.454221049708416
Kota Jakarta Utara,Laki-laki,Married,1,SLTA,9.0,9.02,Corporate Strategy & Communications,Staff,2150378,0.0,Medium,Excellent,30.0,165,6451134,12902268,10751890,4.909090909090909,1075189.0,1.1275,Short-term,0.5,2,1,2150378.0,1,2150378.0,2.4000000000000004,Medium,8.84
Tangerang,Perempuan,Married,0,S1,4.0,9.65,Service & Support,Junior,6119880,0.0,Low,Excellent,29.0,654,18359640,36719280,128517480,0.5504587155963303,6119880.0,1.20625,Mid-term,4.2,1,2,3059940.0,5,1223976.0,1.8000000000000005,Medium,9.629587519830777
Kabupaten Bogor,Perempuan,Married,0,S1,0.0,9.34,Engineering & IT,Junior,5671708,0.0,Medium,Excellent,48.0,755,17015124,34030248,141792700,0.0,5671708.0,1.1675,Mid-term,25.0,1,2,2835854.0,5,1134341.6,2.4000000000000004,Medium,9.34
Kabupaten Bekasi,Laki-laki,Married,3,D3,2.0,9.42,Operations,Staff,3991538,0.0,High,Low,50.0,252,11974614,23949228,31932304,0.7142857142857143,997884.5,1.1775,Short-term,2.6666666666666665,4,1,3991538.0,4,997884.5,2.2,Medium,9.39386962552011
Kota Bogor,Laki-laki,Married,2,S1,4.0,9.27,Creative & Design,Junior,5298799,0.0,High,Good,32.0,623,15896397,31792794,105975980,0.5778491171749599,1766266.3333333333,1.15875,Mid-term,4.0,3,2,2649399.5,5,1059759.8,2.6,Medium,9.24941143808995
Kota Depok,Laki-laki,Married,4,D3,0.0,9.61,HR,Staff,4760329,0.0,Low,Excellent,45.0,352,14280987,28561974,52363619,0.0,952065.8,1.20125,Short-term,11.0,5,1,4760329.0,4,1190082.25,1.8000000000000005,Medium,9.61
Kabupaten Bogor,Laki-laki,Single,0,D3,6.0,9.26,HR,Staff,3330511,0.0,Medium,Excellent,32.0,794,9991533,19983066,86593286,0.6801007556675063,3330511.0,1.1575,Mid-term,3.7142857142857135,1,1,3330511.0,4,832627.75,2.4000000000000004,Medium,9.236266552755232
Kota Jakarta Barat,Perempuan,Married,2,D1,5.0,9.16,Service & Support,Staff,3211638,0.0,High,Low,45.0,486,9634914,19269828,51386208,0.9259259259259258,1070546.0,1.145,Mid-term,2.6666666666666665,3,1,3211638.0,2,1605819.0,2.2,Medium,9.12821651630812
